id,season_id,player_id,total_games,games_played,goals,assists,ppg,yellow_cards,second_yellow_cards,red_cards
1592,2018,111630,23,19,4,2,2,7,2,
1593,2018,132098,28,28,17,4,1.86,4,5,
1594,2018,207015,5,3,,,1.33,,,
1595,2018,35564,30,20,1,4,1.6,3,2,
1596,2018,357397,1,,,,,,,
1597,2018,184573,32,30,1,1,1.63,2,1,
1598,2018,286384,21,12,,,2.17,2,,
1599,2018,117996,22,18,,1,2,3,1,
1600,2018,103427,28,24,1,,1.58,1,1,
1601,2018,93176,11,5,,,2.2,2,2,
1602,2018,183288,30,29,1,4,1.79,1,11,
1603,2018,357147,22,16,,2,1.69,6,3,
1604,2018,54906,16,6,,,1.33,1,,
1605,2018,315131,16,12,,,0.67,4,3,
1606,2018,14086,36,30,2,2,1.63,,8,1
1607,2018,33544,25,22,1,1,1.64,2,8,1
1608,2018,74683,30,28,1,,1.86,4,6,1
1609,2018,315969,23,16,2,,1.75,1,1,
1610,2018,505219,2,1,,,3,,,
1611,2018,122153,37,35,13,9,1.8,6,6,
1612,2018,191614,32,17,1,1,1.65,8,2,
1613,2018,91251,13,11,,,1.82,3,,
1614,2018,13520,13,7,1,,2,,,
1615,2018,156934,10,4,,,3,,,
1616,2018,126664,36,35,4,4,1.43,2,5,
1617,2018,13507,31,6,,,1.5,2,,
1618,2018,68390,32,29,2,2,1.62,2,1,
1619,2018,258883,16,10,,1,0.9,1,1,
1620,2018,56818,19,14,,1,1.86,3,2,
1621,2018,221025,27,27,1,1,1.3,9,7,
1622,2018,126665,33,33,,2,1.52,4,6,
1623,2018,314210,36,16,,,1.63,1,3,
1624,2018,45333,7,1,,,3,,,
1625,2018,90466,38,38,13,6,1.42,19,3,
1626,2018,293200,25,25,5,5,1.8,5,2,1
1627,2018,33639,33,27,2,1,1,12,2,
1628,2018,258916,3,,,,,,,
1629,2018,175169,35,34,1,4,1.44,21,5,
1630,2018,380415,31,31,14,5,2.1,12,7,
1631,2018,75471,7,7,4,1,2,1,3,
1632,2018,33713,38,37,5,2,1.38,16,1,
1633,2018,406040,30,21,,2,1.29,1,,
1634,2018,184381,11,9,,,0.33,,1,
1635,2018,378710,35,35,13,2,1.49,16,5,
1636,2018,306024,37,35,6,2,1.4,6,3,
1637,2018,45671,36,25,3,3,1.16,6,3,
1638,2018,209781,21,18,,,0.94,10,,
1639,2018,199369,30,24,,,1.13,6,4,
1640,2018,177907,32,31,3,,1.29,2,6,
1641,2018,320141,14,6,,,1.5,1,1,
1642,2018,293168,20,19,2,1,2.26,4,1,
1643,2018,42412,34,24,1,,1.46,2,2,
1644,2018,214056,10,9,,,1.44,1,2,
1645,2018,10003,32,22,3,,1.36,,1,2
1646,2018,425026,1,,,,,,,
1647,2018,316125,36,36,,5,1.44,,4,
1648,2018,6636,32,3,,,1,,,
1649,2018,215876,38,35,2,7,1.34,2,7,
1650,2018,37442,13,6,,,1.83,2,,
1651,2018,274839,38,38,2,,1.37,4,8,
1652,2018,65467,36,27,3,1,1.41,4,7,
1653,2018,111051,35,31,,,1.52,4,5,
1654,2018,341501,13,9,,,1.89,3,,
1655,2018,249565,33,33,8,6,1.06,11,7,
1656,2018,56810,19,17,,,1.41,2,6,
1657,2018,61560,29,27,2,3,1.37,10,3,
1658,2018,294057,37,36,7,7,1.33,19,3,1
1659,2018,292417,35,34,4,1,1.41,18,2,
1660,2018,398065,17,16,1,2,1.25,8,,
1661,2018,118287,26,19,1,,0.89,6,3,
1662,2018,364861,20,18,2,3,1,8,,
1663,2018,197838,34,34,18,4,1.41,13,3,
1664,2018,295330,36,30,1,4,1.1,6,2,
1665,2018,174915,17,15,1,,0.8,1,4,1
1666,2018,79642,29,21,,1,1.14,1,,
1667,2018,54890,27,23,8,1,1.65,4,1,
1668,2018,272622,38,33,1,,1.55,,4,
1669,2018,285548,27,23,1,,1.35,1,2,
1670,2018,48002,36,24,1,1,1.21,,2,
1671,2018,314295,11,8,,1,0.75,1,,
1672,2018,92571,27,20,,1,1.3,2,1,
1673,2018,181380,35,23,,1,1.61,1,2,
1674,2018,140191,23,15,1,,1.2,3,5,
1675,2018,20007,33,26,,1,1.38,3,4,
1676,2018,468002,1,1,,,,1,,
1677,2018,357662,36,34,2,,1.44,2,4,
1678,2018,51226,7,7,,,1.43,,,
1679,2018,419025,4,,,,,,,
1680,2018,74223,9,8,,1,1.25,1,2,
1681,2018,247555,32,29,2,,1,9,8,1
1682,2018,101213,34,24,,1,1.63,5,,
1683,2018,31835,35,31,5,5,1.55,18,6,
1684,2018,135853,10,10,1,2,1.5,4,2,
1685,2018,18935,9,5,,2,1.2,3,,
1686,2018,354134,1,,,,,,,
1687,2018,337321,1,,,,,,,
1688,2018,159372,36,36,9,4,1.36,11,3,
1689,2018,69015,9,9,2,1,0.78,4,2,
1690,2018,22614,36,33,2,5,1.3,10,10,
1691,2018,342048,23,17,,1,1.35,6,,
1692,2018,258011,5,1,,,,,,
1693,2018,41384,39,39,19,7,1.46,17,4,
1694,2018,104124,35,33,6,6,1.3,7,3,
1695,2018,50935,29,25,7,3,1.12,12,2,
1696,2018,48066,16,12,,,1.42,2,2,
1697,2018,73185,24,15,3,,1.4,4,,
1698,2018,177476,38,38,4,1,1.18,1,3,
1699,2018,90836,31,31,1,1,1.29,1,3,
1700,2018,253677,13,5,,,0.6,1,,
1701,2018,419930,17,6,,,1.17,2,,
1702,2018,249513,27,12,,,0.25,2,1,
1703,2018,61819,25,21,1,,1.29,2,4,
1704,2018,175745,27,25,,5,2.08,5,,
1705,2018,85177,21,18,,1,1.5,4,2,
1706,2018,61841,25,25,1,1,1.44,6,5,
1707,2018,13573,18,17,,2,1.47,1,1,
1708,2018,262980,32,30,2,1,1.17,6,12,
1709,2018,391132,1,,,,,,,
1710,2018,249089,15,13,,,1.54,3,2,
1711,2018,55742,27,25,,1,0.88,12,10,
1712,2018,44983,26,25,2,1,1.28,4,8,
1713,2018,29975,30,18,,,1.06,1,2,
1714,2018,223047,35,31,2,2,1.61,10,1,
1715,2018,611906,2,,,,,,,
1716,2018,562254,6,,,,,,,
1717,2018,146795,38,38,7,14,1.18,10,2,
1718,2018,87672,23,23,2,3,1.13,8,1,
1719,2018,36939,3,,,,,,,
1720,2018,277033,33,30,7,5,1.37,19,3,
1721,2018,195652,31,19,1,1,0.74,7,1,
1722,2018,123682,30,30,14,10,1.37,8,3,
1723,2018,91059,35,35,12,3,1.2,14,3,
1724,2018,258889,11,10,,1,0.9,2,,
1725,2018,291422,34,24,1,,1,,1,
1726,2018,3875,32,16,6,5,1.88,3,,
1727,2018,398402,10,2,,,,,,
1728,2018,99331,30,23,,,1.3,3,2,
1729,2018,243028,26,25,,1,1.2,1,7,
1730,2018,253765,28,23,,,0.61,,3,1
1731,2018,163744,32,24,1,,1.04,2,4,
1732,2018,81789,29,17,,1,1.29,2,,
1733,2018,340990,19,14,1,,0.57,1,1,
1734,2018,40611,25,24,1,,0.96,,8,
1735,2018,250478,28,16,1,3,1.19,2,2,
1736,2018,112988,35,22,1,4,1.14,2,4,
1737,2018,406008,24,23,2,1,1.35,5,3,1
1738,2018,530879,11,1,,,,,,
1739,2018,170934,23,21,1,1,0.62,5,5,
1740,2018,66100,33,31,1,,1.13,10,11,
1741,2018,104223,33,33,1,3,1.94,12,3,
1742,2018,181579,35,26,7,,1.04,2,4,
1743,2018,167799,33,31,4,4,1.03,2,7,1
1744,2018,425894,1,,,,,,,
1745,2018,525247,6,1,,,3,,,
1746,2018,175446,34,33,1,2,1.45,10,6,
1747,2018,357158,36,17,,,1.65,3,1,
1748,2018,504581,2,,,,,,,
1749,2018,171679,38,38,4,7,1.5,6,5,
1750,2018,225161,37,35,4,3,1.43,3,8,
1751,2018,168157,27,19,2,,1.79,4,1,
1752,2018,29364,38,38,1,8,1.5,11,4,
1753,2018,337787,14,14,1,2,1.79,,,
1754,2018,429014,36,26,,1,1.38,5,1,
1755,2018,340950,33,33,9,5,1.61,20,11,
1756,2018,149716,32,23,3,1,1.48,6,1,
1757,2018,173900,38,25,1,2,1.32,14,3,
1758,2018,204103,37,29,1,1,1.21,8,1,
1759,2018,206040,38,38,13,8,1.5,16,4,
1760,2018,181781,19,7,,1,1.43,,,
1761,2018,345772,7,6,,,1.83,,1,
1762,2018,67431,15,11,1,,1.27,3,,
1763,2018,47713,27,27,,,1.11,1,2,
1764,2018,61592,29,29,1,1,1.21,3,6,
1765,2018,62688,19,10,,1,2,,1,
1766,2018,183284,19,11,,,0.55,1,3,
1767,2018,611650,1,,,,,,,
1768,2018,52119,38,36,3,2,1.19,3,3,
1769,2018,125868,1,1,,,3,,,
1770,2018,477758,35,35,,3,1.31,,4,
1771,2018,92572,32,7,1,,1.71,,1,
1772,2018,78959,34,13,,,1.31,,2,
1773,2018,74300,38,38,12,2,1.29,,10,
1774,2018,66934,35,31,,3,1.26,8,3,
1775,2018,241481,17,,,,,,,
1776,2018,41416,38,38,3,6,1.29,15,7,
1777,2018,47995,24,11,,,1,2,1,
1778,2018,432293,1,1,,,3,,,
1779,2018,157506,34,30,4,2,1.1,7,1,
1780,2018,146164,35,29,1,3,1.14,12,3,
1781,2018,145988,34,34,10,10,1.26,4,8,1
1782,2018,46791,7,4,,,2.25,,,
1783,2018,244130,13,6,,,0.33,1,,
1784,2018,61842,38,38,6,5,1.29,13,1,
1785,2018,179184,31,26,6,,1.42,11,3,
1786,2018,50201,20,16,1,1,1.25,6,1,
1787,2018,108354,36,20,1,2,1.4,11,3,
1788,2018,238407,26,21,3,1,1.43,,1,
1789,2018,95435,10,6,,1,1.17,,,
1790,2018,287431,19,15,,,0.93,2,2,
1791,2018,215118,33,31,2,,0.84,1,9,
1792,2018,60558,34,26,,1,0.88,2,5,
1793,2018,145466,31,26,,,0.69,5,1,
1794,2018,42234,14,13,,1,1.31,1,2,
1795,2018,194460,32,28,,1,0.75,6,5,
1796,2018,315131,16,12,,,0.67,4,3,
1797,2018,158623,38,28,,1,0.75,4,7,
1798,2018,59641,34,31,,1,0.84,1,4,
1799,2018,406558,5,,,,,,,
1800,2018,36529,19,15,,,0.4,5,4,1
1801,2018,160380,11,3,,,,1,,
1802,2018,178614,34,32,1,3,0.72,13,6,
1803,2018,354361,26,22,,,0.64,6,1,1
1804,2018,123275,32,31,1,1,0.68,11,,
1805,2018,62008,18,12,,,0.42,3,4,
1806,2018,315762,1,,,,,,,
1807,2018,392775,36,35,2,6,0.71,7,,
1808,2018,214316,30,20,1,4,0.6,7,1,
1809,2018,565822,5,2,,,,,,
1810,2018,58205,28,24,6,,0.54,14,2,
1811,2018,16135,28,28,9,5,0.96,10,4,
1812,2018,111422,21,7,,,,,,
1813,2018,77974,27,16,1,,0.69,2,,
1814,2018,144303,2,1,,,,,,
1815,2018,51152,37,37,11,3,0.7,2,7,
1816,2018,290951,27,23,4,2,0.87,3,6,
1817,2018,9335,24,18,1,,1.72,5,1,
1818,2018,183318,33,32,,1,1.16,3,4,
1819,2018,135343,31,24,4,1,1.71,5,12,
1820,2018,127108,13,12,,,1.42,1,,
1821,2018,85475,29,19,,1,1.11,2,2,
1822,2018,98240,20,11,3,,0.91,1,1,
1823,2018,474382,1,,,,,,,
1824,2018,484389,1,,,,,,,
1825,2018,241889,12,8,,1,0.75,3,,
1826,2018,170321,28,26,,,1.19,1,1,
1827,2018,255916,34,29,1,2,0.97,2,6,
1828,2018,162029,35,18,,3,1.28,2,2,
1829,2018,250431,4,,,,,,,
1830,2018,206225,29,25,1,4,1.52,6,3,
1831,2018,81796,24,18,,1,1.39,4,2,
1832,2018,71292,23,16,1,1,0.94,2,1,
1833,2018,346707,15,9,1,1,1.44,2,2,
1834,2018,70950,32,29,,,1.1,4,3,
1835,2018,92469,36,36,2,8,1.22,14,9,
1836,2018,51540,29,29,2,2,1,14,1,
1837,2018,281404,28,25,1,1,1.16,7,1,
1838,2018,186997,33,28,1,,1.14,7,2,
1839,2018,258188,12,12,,,1.25,8,1,
1840,2018,272999,10,10,,,1.7,5,,
1841,2018,199527,16,9,,1,0.22,3,,
1842,2018,288952,2,,,,,,,
1843,2018,246968,38,37,12,2,1.22,15,2,
1844,2018,80197,47,43,16,10,1.37,10,1,
1845,2018,230541,27,17,1,,0.65,4,1,
1846,2018,81999,28,16,2,,0.75,1,1,
1847,2018,81512,31,21,,,1.19,2,2,1
1848,2018,60744,22,18,,2,1.56,2,3,
1849,2018,59606,37,36,3,,1.36,4,2,
1850,2018,37981,4,1,,,3,1,,
1851,2018,38145,36,26,,,1.38,,3,
1852,2018,76799,12,3,,,0.33,1,,
1853,2018,467599,24,7,,,1.14,1,1,
1854,2018,453575,11,8,,,0.75,1,2,
1855,2018,183161,6,5,1,,1.2,1,2,
1856,2018,286949,38,14,,1,1.21,2,5,
1857,2018,92899,17,12,,,1.42,,5,1
1858,2018,41112,31,28,3,6,1.32,1,12,
1859,2018,76467,31,29,1,1,1.14,3,1,
1860,2018,170472,29,25,3,3,1.84,12,7,
1861,2018,335245,7,2,,,1.5,1,,
1862,2018,63494,33,33,1,3,1.36,2,14,
1863,2018,128900,20,9,,,1.22,2,2,
1864,2018,34691,15,3,,,0.33,2,1,
1865,2018,641441,2,,,,,,,
1866,2018,503683,1,,,,,,,
1867,2018,102258,35,21,,,0.9,,7,
1868,2018,15773,31,19,,,1.26,2,9,
1869,2018,40613,37,37,1,2,1.08,1,6,
1870,2018,91317,37,34,2,7,1.15,1,5,
1871,2018,33866,9,6,,,0.17,4,,
1872,2018,148262,38,32,3,,0.97,13,4,
1873,2018,397102,1,,,,,,,
1874,2018,128229,21,16,,1,0.69,4,3,
1875,2018,584769,25,21,3,5,1.33,10,2,
1876,2018,89231,31,29,3,6,1,6,2,
1877,2018,14221,16,16,1,1,0.75,4,1,
1878,2018,3306,1,,,,,,,
1879,2018,108725,38,38,10,2,1.05,16,2,
1880,2018,63200,38,37,12,2,1,10,8,
1881,2018,101500,34,13,1,1,0.54,3,1,
1882,2018,48078,24,20,3,,0.75,8,,
1883,2018,4072,9,6,,,0.17,,1,
1884,2018,119269,35,35,5,2,1.03,,4,
1885,2018,148153,36,36,2,1,0.97,1,5,1
1886,2018,364258,34,22,,1,1.09,1,4,
1887,2018,134270,14,,,,,,,
1888,2018,56100,26,8,1,,1.25,,2,
1889,2018,36291,38,22,,,0.77,,,
1890,2018,31514,13,6,1,1,1.17,2,1,
1891,2018,68645,25,25,,1,0.8,,4,
1892,2018,119164,5,4,,,0.25,1,,
1893,2018,51528,23,14,,1,1.14,5,2,
1894,2018,335721,1,,,,,,,
1895,2018,433976,21,21,2,,1.48,1,6,2
1896,2018,410425,34,28,,,0.93,6,5,
1897,2018,79027,30,30,1,1,0.93,5,2,
1898,2018,82873,25,25,3,3,0.8,15,1,
1899,2018,49755,31,30,1,1,0.83,2,6,
1900,2018,534033,19,19,5,,1.11,5,4,
1901,2018,44741,37,18,1,1,1.22,2,4,
1902,2018,411495,1,,,,,,,
1903,2018,357656,1,,,,,,,
1904,2018,147094,18,15,,2,1.4,5,1,
1905,2018,213268,24,19,,,0.95,10,2,
1906,2018,149237,34,30,2,6,0.8,7,4,
1907,2018,209212,36,35,1,6,0.94,14,1,
1908,2018,166240,35,26,2,,0.81,5,1,
1909,2018,177065,28,23,3,,0.78,8,5,
1910,2018,45693,38,38,13,1,0.95,14,5,
1911,2018,309180,26,26,13,2,2.19,19,2,
1912,2018,325443,3,,,,,,,
1913,2018,152651,34,32,1,1,0.44,6,4,
1914,2018,57842,37,37,1,,0.43,1,4,1
1915,2018,52059,31,24,3,1,0.33,1,6,
1916,2018,55125,33,29,,2,0.24,6,2,
1917,2018,238809,33,24,,,0.46,3,1,
1918,2018,121398,25,15,,,0.33,1,2,
1919,2018,93922,30,28,,1,0.39,3,,
1920,2018,380913,2,1,,,3,1,,
1921,2018,657994,4,2,,,,1,,
1922,2018,38383,10,5,,,0.6,1,1,
1923,2018,245034,27,11,1,,0.64,5,2,
1924,2018,123951,29,29,3,1,0.52,1,4,
1925,2018,320411,28,27,2,,0.52,6,7,
1926,2018,61573,31,29,,1,0.52,9,8,
1927,2018,348863,26,21,1,,0.38,7,4,
1928,2018,47995,24,11,,,1,2,1,
1929,2018,200777,37,30,2,,0.47,15,2,
1930,2018,340394,2,2,,,,2,,
1931,2018,566349,8,2,,,0.5,,,
1932,2018,453594,18,12,,,0.25,5,1,
1933,2018,312017,29,22,2,3,2.14,2,4,
1934,2018,77001,10,5,,,0.6,2,,
1935,2018,260806,28,22,1,1,0.55,7,1,
1936,2018,238639,33,31,2,3,0.48,10,1,
1937,2018,314183,14,13,4,1,0.38,1,,
1938,2018,90583,27,23,,1,0.35,4,1,
1939,2018,49501,30,20,,,0.25,6,2,
1940,2018,123397,4,2,,,,,,
1941,2018,79723,34,34,1,3,0.82,1,6,
1942,2018,60990,38,38,,1,0.89,,,
1943,2018,28984,29,28,4,1,0.89,1,7,
1944,2018,34559,1,,,,,,,
1945,2018,90964,37,30,,1,0.83,2,5,
1946,2019,176553,17,15,1,,2.47,8,1,
1947,2019,186590,21,16,,,2.19,1,,
1948,2019,54781,36,24,2,,2.04,1,3,
1949,2019,466794,20,13,,,2.54,3,1,
1950,2019,503977,2,,,,,,,
1951,2019,157495,27,19,,2,2.32,6,3,
1952,2019,203853,24,19,,,1.95,1,,1
1953,2019,277179,29,19,1,2,1.79,1,3,
1954,2019,95424,36,29,1,4,2.14,6,5,
1955,2019,182712,34,17,,,2.18,1,4,
1956,2019,357565,36,35,3,2,2.14,8,8,
1957,2019,26267,36,30,,1,2.07,3,7,1
1958,2019,53622,36,31,2,1,2.03,5,7,
1959,2019,433183,6,1,,,3,,,
1960,2019,88755,36,35,13,20,2.23,12,3,
1961,2019,241641,37,34,6,7,2.03,10,5,
1962,2019,35518,33,27,6,10,2.22,12,,
1963,2019,568177,2,,,,,,,
1964,2019,134425,36,33,20,4,2,11,5,
1965,2019,406635,36,23,5,2,2.65,5,,
1966,2019,426666,24,19,3,1,0.74,6,1,
1967,2019,192565,3,1,,,3,,,
1968,2019,171424,38,33,11,12,2.09,9,,
1969,2019,225452,7,3,,,,,,
1970,2019,363205,35,34,14,8,2.12,9,3,
1971,2019,26399,26,24,16,4,2.08,10,1,
1972,2019,139208,38,38,5,1,2.61,,1,
1973,2019,256178,37,28,,,2.64,1,7,
1974,2019,82105,16,9,1,,2.56,1,,
1975,2019,37838,20,10,,1,2.5,1,1,
1976,2019,371814,2,,,,,,,
1977,2019,234803,36,36,2,12,2.64,4,2,
1978,2019,344579,12,9,,1,2.33,3,,
1979,2019,314353,38,38,4,13,2.61,4,5,
1980,2019,485583,1,,,,,,,
1981,2019,503680,15,6,,,2.17,3,1,
1982,2019,225693,30,28,2,3,2.46,1,6,
1983,2019,49499,37,37,4,,2.59,15,,
1984,2019,302215,27,18,2,3,2.33,8,1,
1985,2019,61651,31,30,4,5,2.77,10,2,
1986,2019,143424,34,30,4,1,2.5,17,1,
1987,2019,3333,27,22,2,2,2.91,2,4,
1988,2019,433188,16,6,1,,2.67,1,,
1989,2019,86792,17,7,1,,2.57,1,,
1990,2019,43530,26,15,1,1,2.67,3,1,
1991,2019,565822,12,2,,,3,,,
1992,2019,200512,36,35,18,9,2.57,12,3,
1993,2019,165793,33,24,5,6,2.21,10,1,
1994,2019,487417,20,20,1,1,1.15,13,2,
1995,2019,148455,37,34,19,10,2.68,13,1,
1996,2019,236510,21,19,1,5,2.37,5,1,
1997,2019,131789,38,38,9,8,2.61,20,,
1998,2019,148368,37,28,4,3,2.54,7,1,
1999,2019,406560,1,,,,,,,
2000,2019,341429,35,29,,,1.55,1,6,
2001,2019,42710,38,33,2,2,1.64,1,7,
2002,2019,175722,32,19,,2,1.95,2,5,
2003,2019,43250,34,23,1,1,1.57,3,2,
2004,2019,346478,15,6,,,0.83,1,1,
2005,2019,91845,30,30,11,11,1.67,10,,
2006,2019,284165,30,30,8,11,1.97,10,6,
2007,2019,77100,37,35,4,4,1.54,14,3,
2008,2019,111630,27,25,2,2,1.52,8,3,
2009,2019,132098,29,29,18,2,1.62,3,4,
2010,2019,552655,3,2,,,1.5,,,
2011,2019,86202,23,20,2,,1.65,1,3,
2012,2019,157509,35,28,,,1.71,1,6,
2013,2019,196948,35,21,,,1.62,3,5,
2014,2019,303254,27,15,1,,1.93,2,3,
2015,2019,392757,3,,,,,,,
2016,2019,181778,22,15,,,1,3,3,
2017,2019,112515,27,18,4,3,2.22,3,4,
2018,2019,57500,38,36,2,6,1.75,1,1,
2019,2019,472423,29,24,,2,1.88,3,1,
2020,2019,173859,13,9,,1,1.78,,,
2021,2019,504148,11,9,,1,1.33,4,2,
2022,2019,102017,35,31,4,2,1.65,8,10,
2023,2019,51471,34,31,1,3,1.74,8,8,
2024,2019,202886,11,7,,1,2.14,2,,
2025,2019,131978,28,21,1,4,2.05,9,,
2026,2019,423744,11,6,,,2.67,1,,
2027,2019,587003,1,,,,,,,
2028,2019,346483,38,37,7,6,1.7,12,3,
2029,2019,433181,1,1,,,3,,,
2030,2019,392768,25,22,1,5,1.77,3,1,
2031,2019,52769,36,36,9,7,1.75,11,4,
2032,2019,281404,22,19,1,3,1.58,3,2,
2033,2019,315779,29,25,9,6,1.68,11,,
2034,2019,65278,24,11,1,1,1.36,3,1,
2035,2019,331726,34,34,15,4,1.82,16,2,
2036,2019,179184,28,16,1,1,1.5,1,,
2037,2019,82442,25,18,8,,1.78,12,1,
2038,2019,571743,1,1,,,3,,,
2039,2019,177907,38,38,1,1,1.74,,6,
2040,2019,184573,35,35,1,,1.8,2,6,
2041,2019,286384,14,4,,,2.5,,,
2042,2019,93176,9,4,,1,1,,2,
2043,2019,342046,14,5,,,1.6,,,
2044,2019,117996,12,2,,,0.5,1,,
2045,2019,183288,24,24,,,1.79,5,7,
2046,2019,507700,29,17,1,1,1.76,5,6,
2047,2019,477758,36,35,,4,1.77,2,8,
2048,2019,357147,8,4,,,1,1,,
2049,2019,315131,3,3,,,2.33,1,1,
2050,2019,14086,38,30,4,4,1.77,7,6,
2051,2019,315969,29,27,4,1,1.85,8,2,
2052,2019,74683,27,21,,2,1.95,5,2,
2053,2019,505219,7,1,,,3,,,
2054,2019,122153,16,16,1,4,1.88,3,1,
2055,2019,191614,34,29,,,1.66,2,8,
2056,2019,240306,31,31,16,14,2.06,7,5,1
2057,2019,141660,26,22,1,,1.55,9,3,
2058,2019,203394,32,25,1,3,1.72,13,3,
2059,2019,44068,38,19,,2,1.26,6,1,
2060,2019,392770,5,2,,,1.5,,,
2061,2019,258923,31,31,17,9,1.77,12,3,
2062,2019,532826,37,31,10,1,1.61,9,,
2063,2019,319301,37,33,3,6,1.67,11,4,
2064,2019,344830,7,3,,,2,,,
2065,2019,182877,32,32,17,7,1.81,17,1,
2066,2019,62121,13,11,,,2.45,,,
2067,2019,34322,32,19,2,,1.53,1,6,
2068,2019,215118,19,14,1,1,1.29,2,5,
2069,2019,88590,18,15,,1,1.4,1,2,
2070,2019,46741,36,33,2,1,1.42,1,5,
2071,2019,253341,18,8,,,1.63,1,1,
2072,2019,210178,2,2,,,1.5,1,,
2073,2019,415912,3,,,,,,,
2074,2019,392761,1,,,,,,,
2075,2019,300716,19,15,1,1,1.47,6,2,
2076,2019,94005,29,26,,2,1.58,5,4,
2077,2019,43003,36,32,2,,1.53,4,3,
2078,2019,191217,20,15,1,,1.47,3,2,
2079,2019,112988,25,21,1,1,1.71,7,1,
2080,2019,318077,33,29,1,1,1.48,9,7,
2081,2019,465830,29,24,,2,1.29,4,6,
2082,2019,319745,28,24,,2,1.75,12,1,
2083,2019,111455,31,31,1,2,1.65,5,10,
2084,2019,340329,35,29,1,1,1.34,7,2,
2085,2019,528894,3,,,,,,,
2086,2019,285845,28,20,,2,1.7,,4,1
2087,2019,55735,28,25,9,5,1.8,11,6,
2088,2019,35664,22,18,1,2,1.33,11,1,
2089,2019,392765,4,2,,,0.5,1,,
2090,2019,655488,24,14,3,,1.21,1,1,
2091,2019,343052,37,31,5,6,1.55,11,4,
2092,2019,433177,32,26,1,5,1.42,9,6,
2093,2019,340325,27,17,1,,1.71,6,1,
2094,2019,58864,36,36,22,3,1.5,3,3,
2095,2019,93720,34,30,10,6,1.3,13,8,
2096,2019,340324,14,13,2,,1.85,5,,
2097,2019,503768,1,,,,,,,
2098,2019,118534,37,31,2,,1.39,,3,
2099,2019,289446,31,29,2,1,1.28,2,3,
2100,2019,348623,34,27,,3,1.52,2,5,
2101,2019,91251,3,,,,,,,
2102,2019,419325,1,,,,,,,
2103,2019,661053,9,4,,,1,,,
2104,2019,126664,36,35,,7,1.29,5,6,
2105,2019,13507,27,8,,,1.38,2,,
2106,2019,161869,31,25,,4,1.32,3,3,
2107,2019,68390,33,27,,1,1.3,5,3,1
2108,2019,182894,2,2,,,2,,,
2109,2019,56818,19,15,,,0.93,5,4,1
2110,2019,93905,23,9,,,1.56,2,2,
2111,2019,221025,19,19,,1,1.26,4,6,
2112,2019,314210,36,30,1,,1.33,7,8,
2113,2019,50362,17,16,,,1.19,2,3,1
2114,2019,399369,10,,,,,,,
2115,2019,242631,30,25,1,,1.08,14,,
2116,2019,90466,35,35,2,3,1.31,9,3,
2117,2019,175169,33,27,3,2,1.3,12,2,
2118,2019,75471,15,14,1,3,1.64,4,1,
2119,2019,503733,16,11,,1,1.18,4,,
2120,2019,33713,28,25,2,3,1.4,16,1,
2121,2019,378710,36,36,13,3,1.31,10,8,
2122,2019,306024,38,36,13,1,1.28,10,9,
2123,2019,45671,21,10,2,,1.3,4,,
2124,2019,209781,4,3,,,1,,,
2125,2019,511550,2,,,,,,,
2126,2019,320141,35,34,1,1,1.65,,4,
2127,2019,42412,38,38,1,2,1.63,2,8,
2128,2019,293168,1,,,,,,,
2129,2019,67252,23,16,,,1.44,4,2,
2130,2019,10003,35,11,,,2.27,,,
2131,2019,314372,2,,,,,,,
2132,2019,316125,28,27,3,3,1.67,2,3,
2133,2019,6636,16,11,,,1.82,1,,
2134,2019,505194,3,3,,1,1,1,,
2135,2019,215876,28,28,3,2,1.79,,1,
2136,2019,413220,38,13,,1,1.62,,1,
2137,2019,274839,32,32,2,1,1.78,3,6,
2138,2019,341501,29,20,1,1,1.6,5,2,1
2139,2019,111051,14,7,,,1.86,3,,
2140,2019,249565,38,37,3,6,1.59,11,2,
2141,2019,129588,34,27,1,2,1.41,12,2,
2142,2019,73522,6,1,,,,,,
2143,2019,61560,36,20,,3,1.45,7,2,
2144,2019,294057,31,31,6,3,1.68,6,4,
2145,2019,298240,8,3,,,1,1,,
2146,2019,398065,38,36,6,8,1.61,20,,
2147,2019,292417,32,21,2,3,1.76,3,1,
2148,2019,246968,38,33,8,4,1.55,22,,
2149,2019,197838,35,35,23,5,1.6,2,3,
2150,2019,295330,29,20,5,4,1.3,10,1,
2151,2019,420808,3,2,,,,,,
2152,2019,142310,23,22,,1,1.64,,1,1
2153,2019,128901,38,38,,,1.55,,5,
2154,2019,251896,27,13,,,1.38,1,2,
2155,2019,67252,23,16,,,1.44,4,2,
2156,2019,204198,35,33,2,1,1.58,2,10,1
2157,2019,525247,33,3,,,1.33,,,
2158,2019,175446,36,35,2,2,1.57,6,4,
2159,2019,357158,34,16,,,1.5,2,1,
2160,2019,504581,2,,,,,,,
2161,2019,171679,37,36,4,4,1.64,6,1,
2162,2019,293283,15,,,,,,,
2163,2019,225161,38,38,2,2,1.55,8,9,
2164,2019,168157,38,38,4,,1.55,5,5,
2165,2019,511815,3,,,,,,,
2166,2019,29364,38,38,1,6,1.55,4,7,
2167,2019,415646,12,1,,,,,,
2168,2019,337787,14,14,,4,1.79,3,1,
2169,2019,502073,3,,,,,,,
2170,2019,532541,1,,,,,,,
2171,2019,429014,26,7,,,1.43,1,,
2172,2019,340950,34,34,7,1,1.44,21,4,
