,player_id,Current_club_ID,Name,Main_position,Season_year,Market_Value,Date_of_birth,Age,Height,Foot,Ajent
20716,575610,40,Thibault Klidjé,Centre-Forward,2021,300000.0,10-Jul-01,19.0,"1,69",right,BY Sport Consulting 
20717,357117,995,Alban Lafont,Goalkeeper,2021,16000000.0,23-Jan-99,22.0,"1,96",right,Sport Cover 
20718,282028,995,Rémy Descamps,Goalkeeper,2021,800000.0,25-Jun-96,25.0,"1,96",left,Talentz 
20719,28356,995,Denis Petric,Goalkeeper,2021,200000.0,"May 24, 1988 Happy Birthday",33.0,"1,87",right,H2C Sport Consulting 
20720,270051,995,Andrei Girotto,Centre-Back,2021,5000000.0,17-Feb-92,29.0,"1,86",right,Kuniy & W. Sports ... 
20721,182875,995,Jean-Charles Castelletto,Centre-Back,2021,4000000.0,26-Jan-95,26.0,"1,86",both,BTFM 
20722,139279,995,Nicolas Pallois,Centre-Back,2021,1500000.0,19-Sep-87,33.0,"1,89",left,Sport Cover 
20723,807648,995,Abdoulaye Sylla,Centre-Back,2021,250000.0,10-Apr-00,21.0,"1,81",right,World Elites 
20724,822116,995,Yannis M'Bemba,Centre-Back,2021,200000.0,1-Jul-01,20.0,"1,90",left,
20725,650582,995,Robin Voisine,Centre-Back,2021,150000.0,7-Apr-02,19.0,"1,88",left,One Team Football  
20726,557613,995,Quentin Merlin,Left-Back,2021,5000000.0,16-May-02,19.0,"1,73",left,Léandre Chouya 
20727,394906,995,Charles Traoré,Left-Back,2021,1500000.0,1-Jan-92,29.0,"1,80",left,Creative & ... 
20728,111038,995,Dennis Appiah,Right-Back,2021,2000000.0,9-Jun-92,29.0,"1,79",right,TTMA 
20729,61891,995,Fábio,Right-Back,2021,1800000.0,9-Jul-90,30.0,"1,72",right,LIFEPRO 
20731,242273,995,Pedro Chirivella,Defensive Midfield,2021,7000000.0,23-May-97,24.0,"1,78",right,Promoesport 
20732,830265,995,Lohann Doucet,Defensive Midfield,2021,150000.0,14-Sep-02,18.0,"1,80",right,Concept Sport Agency 
20733,182889,995,Wylan Cyprien,Central Midfield,2021,4500000.0,28-Jan-95,26.0,"1,80",right,SMI SPORTS ... 
20734,353403,995,Samuel Moutoussamy,Central Midfield,2021,3000000.0,12-Aug-96,24.0,"1,76",left,Wasserman 
20735,855158,995,Mohamed Achi,Central Midfield,2021,300000.0,16-Jan-02,19.0,"1,81",left,
20736,288225,995,Ludovic Blas,Attacking Midfield,2021,16000000.0,31-Dec-97,23.0,"1,80",left,Sport Cover 
20737,243737,995,Roli Pereira de Sa,Attacking Midfield,2021,700000.0,10-Dec-96,24.0,"1,78",left,CAA Base Ltd 
20738,773795,995,Gor Manvelyan,Attacking Midfield,2021,400000.0,9-Apr-02,19.0,"1,80",both,Wilders Sport 
20740,463620,995,Willem Geubbels,Left Winger,2021,4000000.0,16-Aug-01,19.0,"1,85",right,Relatives 
20741,140803,995,Anthony Limbombe,Left Winger,2021,1200000.0,15-Jul-94,26.0,"1,77",right,KEYS M 
20742,548650,995,Osman Bukari,Right Winger,2021,3000000.0,13-Dec-98,22.0,"1,70",both,S&E 
20743,353365,995,Marcus Coco,Right Winger,2021,2000000.0,24-Jun-96,25.0,"1,84",right,
20744,487969,995,Randal Kolo Muani,Centre-Forward,2021,16000000.0,5-Dec-98,22.0,"1,87",right,Relatives 
20745,184935,995,Kalifa Coulibaly,Centre-Forward,2021,1500000.0,21-Aug-91,29.0,"1,97",right,Relatives 
20746,264956,995,Jean-Kévin Augustin,Centre-Forward,2021,1500000.0,16-Jun-97,24.0,"1,79",right,Sport Cover 
20747,168471,995,Renaud Emond,Centre-Forward,2021,1200000.0,5-Dec-91,29.0,"1,85",right,Creative & ... 
20748,696849,618,Etienne Green,Goalkeeper,2021,7000000.0,19-Jul-00,20.0,"1,91",right,Pro Eleven Agency 
20750,465836,618,Stefan Bajic,Goalkeeper,2021,1800000.0,23-Dec-01,19.0,"1,88",right,Classico 
20751,836132,618,Boubacar Fall,Goalkeeper,2021,300000.0,3-Feb-01,20.0,"1,98",left,
20752,272636,618,Harold Moukoudi,Centre-Back,2021,4000000.0,27-Nov-97,23.0,"1,91",right,ROGON 
20753,807128,618,Saïdou Sow,Centre-Back,2021,4000000.0,4-Jul-02,18.0,"1,85",right,MDC Advisors 
20754,494586,618,Mickaël Nade,Centre-Back,2021,2500000.0,4-Mar-99,22.0,"1,93",left,AMS CONSULTING 
20757,855615,618,Abdoulaye Bakayoko,Centre-Back,2021,300000.0,15-Dec-02,18.0,"1,85",both,Kemari 
20758,177690,618,Miguel Trauco,Left-Back,2021,1800000.0,25-Aug-92,28.0,"1,75",left,MIRAGEDEPOR 
20760,857653,618,Lucas Calodat,Left-Back,2021,150000.0,6-Feb-02,19.0,,left,
20761,562463,618,Lucas Llort,Left-Back,2021,100000.0,8-Jun-99,22.0,"1,75",left,TTMA 
20762,580747,618,Yvann Maçon,Right-Back,2021,4500000.0,1-Oct-98,22.0,"1,77",right,Wasserman 
20763,364857,618,Falaye Sacko,Right-Back,2021,4000000.0,1-May-95,26.0,"1,79",right,Sferico Sports ... 
20764,594992,618,Alpha Sissoko,Right-Back,2021,600000.0,7-Mar-97,24.0,"1,78",right,2SAgency 
20765,855607,618,Bryan Nokoue,Right-Back,2021,200000.0,23-May-02,19.0,"1,80",right,FSM MANAGEMENT 
20766,620313,618,Lucas Gourna-Douath,Defensive Midfield,2021,10000000.0,5-Aug-03,17.0,"1,85",right,Sport Cover 
20767,469669,618,Yvan Neyou,Defensive Midfield,2021,3000000.0,3-Jan-97,24.0,"1,80",right,BTFM 
20768,287635,618,Assane Dioussé,Defensive Midfield,2021,1000000.0,20-Sep-97,23.0,"1,75",left,
20769,904662,618,Louis Mouton,Defensive Midfield,2021,100000.0,3-Jun-02,19.0,"1,80",right,Kemari 
20770,324795,618,Mahdi Camara,Central Midfield,2021,6000000.0,30-Jun-98,23.0,"1,78",right,TTMA 
20771,471582,618,Zaydou Youssouf,Central Midfield,2021,4000000.0,11-Jul-99,21.0,"1,82",left,ESN 
20772,484992,618,Aimen Moueffek,Central Midfield,2021,1500000.0,9-Apr-01,20.0,"1,79",right,
20773,808477,618,Ahmed Sidibé,Central Midfield,2021,100000.0,10-Feb-02,19.0,"1,89",left,Common Ground ... 
20774,569385,618,Adil Aouchiche,Attacking Midfield,2021,6000000.0,15-Jul-02,18.0,"1,81",right,Sport Cover 
20776,609692,618,Bilal Benkhedim,Attacking Midfield,2021,400000.0,20-Apr-01,20.0,"1,75",right,
20777,236045,618,Denis Bouanga,Left Winger,2021,8000000.0,11-Nov-94,26.0,"1,80",right,N.Agency 
20778,46791,618,Bakary Sako,Left Winger,2021,400000.0,26-Apr-88,33.0,"1,83",left,Sport Cover 
20779,324811,618,Arnaud Nordin,Right Winger,2021,4000000.0,17-Jun-98,23.0,"1,70",left,One Team Football  
20781,735700,618,Maxence Rivera,Right Winger,2021,600000.0,30-May-02,19.0,"1,68",right,Frederic Guerra ... 
20782,413033,618,Lamine Ghezali,Right Winger,2021,250000.0,6-Jul-99,21.0,"1,75",right,One Team Football  
20783,947069,618,El Hadji Dieye,Right Winger,2021,250000.0,6-Jun-02,19.0,,right,
20784,103565,618,Wahbi Khazri,Centre-Forward,2021,4000000.0,8-Feb-91,30.0,"1,76",right,
20785,358515,618,Jean-Philippe Krasso,Centre-Forward,2021,1800000.0,17-Jul-97,23.0,"1,87",left,Hagen 
20786,291110,618,Enzo Crivelli,Centre-Forward,2021,1800000.0,6-Feb-95,26.0,"1,83",right,SMI SPORTS ... 
20787,402079,618,Ignacio Ramírez,Centre-Forward,2021,1500000.0,1-Feb-97,24.0,"1,80",right,Faro Sports 
20788,418658,618,Charles Abi,Centre-Forward,2021,1500000.0,12-Apr-00,21.0,"1,89",left,SPS//YSP 
20789,98349,618,Romain Hamouma,Centre-Forward,2021,1000000.0,29-Mar-87,34.0,"1,79",right,Gallea Gestion S.A 
20790,654414,618,Yanis Lhéry,Centre-Forward,2021,400000.0,7-May-03,18.0,,both,
20791,783799,618,Mathys Saban,Centre-Forward,2021,300000.0,15-May-02,19.0,"1,77",,ESM Agency 
20792,124884,3911,Marco Bizot,Goalkeeper,2021,4500000.0,10-Mar-91,30.0,"1,93",right,FFP 
20793,357047,3911,Gautier Larsonneur,Goalkeeper,2021,3000000.0,23-Feb-97,24.0,"1,81",right,TTMA 
20794,395251,3911,Sébastien Cibois,Goalkeeper,2021,400000.0,2-Mar-98,23.0,"1,92",right,Relatives 
20795,525155,3911,Grégoire Coudert,Goalkeeper,2021,200000.0,3-Apr-99,22.0,"1,88",left,
20796,250779,3911,Brendan Chardonnet,Centre-Back,2021,5000000.0,22-Dec-94,26.0,"1,84",right,Kemari 
20797,485960,3911,Lilian Brassier,Centre-Back,2021,4000000.0,2-Nov-99,21.0,"1,86",left,CAA Stellar 
20798,170544,3911,Christophe Hérelle,Centre-Back,2021,4000000.0,22-Aug-92,28.0,"1,88",right,
20799,184575,3911,Denys Bain,Centre-Back,2021,1000000.0,2-Jul-93,27.0,"1,81",both,
20800,796913,3911,Noé Sow,Centre-Back,2021,150000.0,18-Dec-98,22.0,"1,91",right,Mickael Libong 
20801,344864,3911,Jean-Kévin Duverne,Left-Back,2021,4000000.0,12-Jul-97,23.0,"1,84",right,Concept Sport Agency 
20802,131827,3911,Jere Uronen,Left-Back,2021,2000000.0,13-Jul-94,26.0,"1,77",left,NGA Sport 
20803,410185,3911,Ronaël Pierre-Gabriel,Right-Back,2021,5000000.0,13-Jun-98,23.0,"1,77",right,One Team Football  
20804,78917,3911,Julien Faussurier,Right-Back,2021,300000.0,14-Jan-87,34.0,"1,73",right,W.Egal O.S.F.M. 
20805,569384,3911,Lucien Agoumé,Defensive Midfield,2021,7000000.0,9-Feb-02,19.0,"1,85",right,ND SPORTS MANAGEMENT 
20806,93726,3911,Paul Lasne,Defensive Midfield,2021,500000.0,16-Jan-89,32.0,"1,86",left,TTMA 
20807,138055,3911,Haris Belkebla,Central Midfield,2021,4000000.0,28-Jan-94,27.0,"1,77",right,no agent 
20808,474662,3911,Hugo Magnetti,Central Midfield,2021,2000000.0,30-May-98,23.0,"1,80",right,USM GROUP  
20809,684062,3911,Hianga'a Mbock,Central Midfield,2021,1500000.0,28-Dec-99,21.0,"1,86",right,Relatives 
20810,555076,3911,Romain Faivre,Right Midfield,2021,15000000.0,14-Jul-98,22.0,"1,80",left,Classico 
20811,353399,3911,Romain Del Castillo,Right Midfield,2021,3000000.0,29-Mar-96,25.0,"1,72",left,score agencies 
20812,255220,3911,Romain Philippoteaux,Right Midfield,2021,500000.0,2-Mar-88,33.0,"1,70",,Just 4 player Group 
20813,924800,3911,Axel Camblan,Attacking Midfield,2021,100000.0,18-Jun-03,18.0,"1,69",right,Wasserman 
20814,737781,3911,Jérémy Le Douaron,Left Winger,2021,3000000.0,21-Apr-98,23.0,"1,89",left,Kemari 
20815,175014,3911,Youcef Belaïli,Left Winger,2021,2000000.0,14-Mar-92,29.0,"1,82",right,ROGON 
20816,780147,3911,Rafiki Saïd,Left Winger,2021,500000.0,15-Mar-00,21.0,"1,78",both,ASR SPORT 
20817,229006,3911,Franck Honorat,Right Winger,2021,10000000.0,11-Aug-96,24.0,"1,80",right,Gol International 
20818,640109,3911,Martín Satriano,Centre-Forward,2021,7000000.0,20-Feb-01,20.0,"1,87",right,TMG Football Limited 
20819,238639,3911,Steve Mounié,Centre-Forward,2021,7000000.0,29-Sep-94,26.0,"1,90",right,Soccermax 
20820,342226,3911,Irvin Cardona,Centre-Forward,2021,4500000.0,8-Aug-97,23.0,"1,85",right,Wasserman 
20821,649035,3911,Youssouph Badji,Centre-Forward,2021,2000000.0,20-Dec-01,19.0,"1,92",right,
20822,56809,347,Alexandre Oukidja,Goalkeeper,2021,1200000.0,19-Jul-88,32.0,"1,84",right,SAS ASSIST & GOAL 
20823,205465,347,Marc-Aurèle Caillard,Goalkeeper,2021,1200000.0,12-May-94,27.0,"1,91",right,
20824,666975,347,Ousmane Ba,Goalkeeper,2021,300000.0,6-Jun-02,19.0,"1,85",right,World Elites 
20825,130110,347,David Oberhauser,Goalkeeper,2021,250000.0,29-Nov-90,30.0,"1,87",right,
20826,211637,347,Kiki Kouyaté,Centre-Back,2021,5000000.0,15-Apr-97,24.0,"1,92",both,Mondo Victory 
20827,450417,347,Dylan Bronn,Centre-Back,2021,4000000.0,19-Jun-95,26.0,"1,86",right,Creative & ... 
20828,258254,347,Jemerson,Centre-Back,2021,2000000.0,24-Aug-92,28.0,"1,84",right,fAirplay-Management 
20829,402004,347,Mamadou Fofana,Centre-Back,2021,2000000.0,21-Jan-98,23.0,"1,86",both,forward management ... 
20830,413118,347,Sikou Niakaté,Centre-Back,2021,1800000.0,10-Jul-99,21.0,"1,86",left,Sport Avenir ... 
20831,520530,347,Fali Candé,Centre-Back,2021,1500000.0,24-Jan-98,23.0,"1,84",left,Prodigy Players 
20832,620315,347,Lenny Lacroix,Centre-Back,2021,1000000.0,6-Feb-03,18.0,"1,86",right,Classico 
20833,806310,347,Amadou Salif Mbengue,Centre-Back,2021,800000.0,5-Jan-02,19.0,"1,80",right,Extra Time Sports ... 
20834,57404,347,Jean-Armel Kana-Biyik,Centre-Back,2021,500000.0,3-Jul-89,31.0,"1,84",right,Wasserman 
20835,855309,347,Noah Zilliox,Centre-Back,2021,100000.0,17-Mar-03,18.0,,,TTMA 
20836,344886,347,Matthieu Udol,Left-Back,2021,2500000.0,20-Mar-96,25.0,"1,78",left,
20837,170961,347,Thomas Delaine,Left-Back,2021,2000000.0,24-Mar-92,29.0,"1,80",left,Léandre Chouya 
20838,127075,347,Manuel Cabit,Left-Back,2021,200000.0,3-Jun-93,28.0,"1,80",left,USM GROUP  
20839,384859,347,Fabien Centonze,Right-Back,2021,7000000.0,16-Jan-96,25.0,"1,82",right,CAA Stellar 
20840,743500,347,William Mikelbrencis,Right-Back,2021,2000000.0,25-Feb-04,17.0,"1,76",right,ROGON 
20841,434358,347,Sofiane Alakouch,Right-Back,2021,1500000.0,29-Jul-98,22.0,"1,75",right,STC 
20842,293944,347,Habib Maïga,Defensive Midfield,2021,3500000.0,1-Jan-96,25.0,"1,81",right,SEG 
20843,342209,347,Kévin N'Doram,Defensive Midfield,2021,2000000.0,22-Jan-96,25.0,"1,85",right,
20845,649020,347,Boubacar Traoré,Defensive Midfield,2021,1800000.0,20-Aug-01,19.0,"1,83",,forward management ... 
20846,126699,347,Vincent Pajot,Defensive Midfield,2021,1000000.0,19-Aug-90,30.0,"1,80",right,One Team Football  
20847,568693,347,Pape Matar Sarr,Central Midfield,2021,15000000.0,14-Sep-02,18.0,"1,84",right,
20848,628834,347,Danley Jean Jacques,Central Midfield,2021,100000.0,20-May-00,21.0,"1,82",right,SAS ASSIST & GOAL 
20850,506009,347,Amine Bassi,Attacking Midfield,2021,1500000.0,27-Nov-97,23.0,"1,73",right,Classico 
20851,442320,347,Didier Lamkel Zé,Left Winger,2021,3500000.0,17-Sep-96,24.0,"1,92",right,Relatives 
20852,205587,347,Opa Nguette,Left Winger,2021,2000000.0,8-Jul-94,26.0,"1,82",right,ND SPORTS MANAGEMENT 
20853,568702,347,Papa Ndiaga Yade,Left Winger,2021,2000000.0,5-Jan-00,21.0,"1,85",left,World Elites 
20854,568696,347,Cheikh Sabaly,Left Winger,2021,900000.0,4-Mar-99,22.0,"1,68",right,Wasserman 
20855,568701,347,Lamine Gueye,Right Winger,2021,2000000.0,13-Mar-98,23.0,"1,78",,World Elites 
20856,353211,347,Vagner,Right Winger,2021,1500000.0,10-Jan-96,25.0,"1,68",right,SPS//YSP 
20857,591914,347,Warren Tchimbembé,Right Winger,2021,800000.0,21-Apr-98,23.0,"1,80",right,FS Management 
20858,490417,347,Ibrahima Niane,Centre-Forward,2021,5000000.0,11-Mar-99,22.0,"1,87",right,World Elites 
20859,122116,347,Nicolas de Préville,Centre-Forward,2021,2500000.0,8-Jan-91,30.0,"1,82",right,Wasserman 
20860,729814,347,Georges Mikautadze,Centre-Forward,2021,2200000.0,31-Oct-00,20.0,"1,76",right,
20861,461790,347,Louis Mafouta,Centre-Forward,2021,900000.0,2-Jul-94,26.0,"1,81",,SAS ASSIST & GOAL 
20862,815359,347,Lenny Joseph,Centre-Forward,2021,500000.0,12-Oct-00,20.0,"1,83",right,
20863,318507,1420,Paul Bernardoni,Goalkeeper,2021,7000000.0,18-Apr-97,24.0,"1,90",left,
20864,290559,1420,Anthony Mandréa,Goalkeeper,2021,1000000.0,25-Dec-96,24.0,"1,86",right,YOU FIRST 
20865,188930,1420,Danijel Petkovic,Goalkeeper,2021,1000000.0,25-May-93,28.0,"1,96",right,Milan Calasan 
20866,342877,1420,Enzo Ebosse,Centre-Back,2021,2000000.0,11-Mar-99,22.0,"1,85",left,KTM 
20867,57467,1420,Romain Thomas,Centre-Back,2021,1000000.0,12-Jun-88,33.0,"1,93",right,Sport Profile 
20868,83132,1420,Vincent Manceau,Centre-Back,2021,800000.0,10-Jul-89,31.0,"1,76",right,Kemari 
20869,57216,1420,Ismaël Traoré,Centre-Back,2021,600000.0,18-Aug-86,34.0,"1,84",right,AMS CONSULTING 
20870,709727,1420,Kévin Boma,Centre-Back,2021,300000.0,20-Nov-02,18.0,"1,93",right,BS Group - BS Law 
20871,768439,1420,Daylam Meddah,Centre-Back,2021,100000.0,6-Oct-02,18.0,"1,87",right,
20872,296356,1420,Souleyman Doumbia,Left-Back,2021,3000000.0,24-Sep-96,24.0,"1,83",left,Qigsports 
20873,62351,1420,Abdoulaye Bamba,Right-Back,2021,500000.0,25-Apr-90,31.0,"1,82",right,AMS CONSULTING 
20874,807687,1420,Ali Kalla,Right-Back,2021,100000.0,23-Apr-98,23.0,"1,72",left,
20875,395234,1420,Batista Mendy,Defensive Midfield,2021,3000000.0,12-Jan-00,21.0,"1,91",right,Kelyxane Sport ... 
20876,650104,1420,Zinédine Ould Khaled,Defensive Midfield,2021,250000.0,14-Jan-00,21.0,"1,95",right,
20877,245537,1420,Nabil Bentaleb,Central Midfield,2021,3500000.0,24-Nov-94,26.0,"1,87",left,
20878,593482,1420,Azzedine Ounahi,Central Midfield,2021,3000000.0,19-Apr-00,21.0,"1,82",right,Klan Soccer FZCO 
20879,344575,1420,Antonin Bobichon,Central Midfield,2021,1800000.0,14-Sep-95,25.0,"1,78",right,LIAN Sports Group 
20880,18934,1420,Thomas Mangani,Central Midfield,2021,600000.0,29-Apr-87,34.0,"1,83",left,Kemari 
20881,807688,1420,Yassin Belkhdim,Central Midfield,2021,100000.0,14-Feb-02,19.0,"1,75",right,4 THE PLAYER ... 
20882,829873,1420,Mattéo Corduan,Central Midfield,2021,100000.0,19-Jun-02,19.0,"1,85",right,Carmenta 
20883,206912,1420,Jimmy Cabot,Right Midfield,2021,5000000.0,18-Apr-94,27.0,"1,64",right,AMS CONSULTING 
20884,424072,1420,Mathias Pereira Lage,Right Midfield,2021,2500000.0,30-Nov-96,24.0,"1,80",right,NexSt11 
20885,214532,1420,Pierrick Capelle,Left Midfield,2021,500000.0,15-Apr-87,34.0,"1,81",left,FS Management 
20886,250013,1420,Angelo Fulgini,Attacking Midfield,2021,12000000.0,20-Aug-96,24.0,"1,82",right,MY ELEVEN CONSULTING 
20887,680447,1420,Waniss Taïbi,Attacking Midfield,2021,600000.0,7-Mar-02,19.0,"1,84",both,BS Group - BS Law 
20889,543051,1420,Billal Brahimi,Left Winger,2021,5000000.0,14-Mar-00,21.0,"1,83",left,Lasana KOITA 
20890,261963,1420,Marin Jakolis,Left Winger,2021,1200000.0,26-Dec-96,24.0,"1,82",right,
20891,425400,1420,Farid El Melali,Left Winger,2021,900000.0,13-Jul-97,23.0,"1,68",both,
20892,460660,1420,Jason Mbock,Left Winger,2021,200000.0,1-Nov-99,21.0,"1,79",right,
20893,290593,1420,Sada Thioub,Right Winger,2021,2000000.0,1-Jun-95,26.0,"1,79",right,W.Egal O.S.F.M. 
20894,707225,1420,Noah Fatar,Right Winger,2021,300000.0,15-Feb-02,19.0,"1,70",left,MGM TALENTS 
20895,670847,1420,Momo Cho,Centre-Forward,2021,15000000.0,19-Jan-04,17.0,"1,82",left,Sparka Management 
20896,170953,1420,Stéphane Bahoken,Centre-Forward,2021,4000000.0,28-May-92,29.0,"1,85",right,ISF SPORTS 
20897,392810,1420,Casimir Ninga,Centre-Forward,2021,1200000.0,17-May-93,28.0,"1,86",right,Classico 
20898,193130,1420,Rachid Alioui,Centre-Forward,2021,650000.0,18-Jun-92,29.0,"1,86",right,
20899,807689,1420,Frank Magri,Centre-Forward,2021,500000.0,4-Sep-99,21.0,"1,78",right,MY ELEVEN CONSULTING 
20900,855160,1420,Guédé Nadje,Centre-Forward,2021,200000.0,12-Nov-03,17.0,,right,
20901,193256,1095,Gauthier Gallon,Goalkeeper,2021,2500000.0,23-Apr-93,28.0,"1,86",right,Kemari 
20902,125350,1095,Sébastien Rénot,Goalkeeper,2021,250000.0,11-Nov-89,31.0,"1,85",,Kemari 
20903,33925,1095,Jessy Moulin,Goalkeeper,2021,250000.0,13-Jan-86,35.0,"1,84",right,
20904,510262,1095,Ryan Bouallak,Goalkeeper,2021,200000.0,19-Aug-99,21.0,"1,90",right,
20905,282199,1095,Erik Palmer-Brown,Centre-Back,2021,3000000.0,24-Apr-97,24.0,"1,86",right,PROSPORT Management 
20906,340460,1095,Philippe Sandler,Centre-Back,2021,2000000.0,10-Feb-97,24.0,"1,90",right,Team Raiola 
20907,351843,1095,Yoann Salmier,Centre-Back,2021,2000000.0,21-Nov-92,28.0,"1,88",right,W.Egal O.S.F.M. 
20908,213052,1095,Jimmy Giraudon,Centre-Back,2021,1500000.0,16-Jan-92,29.0,"1,84",right,MYG Invest 
20909,991649,1095,Eric N'Jo,Centre-Back,2021,400000.0,1-Jun-04,17.0,"1,87",,
20910,275361,1095,Karim Azamoum,Centre-Back,2021,400000.0,17-Jan-90,31.0,"1,78",right,TTMA 
20912,917120,1095,Tanguy Zoukrou,Centre-Back,2021,400000.0,7-May-03,18.0,"1,89",right,TTMA 
20913,341394,1095,Gabriel Mutombo,Centre-Back,2021,300000.0,19-Jan-96,25.0,"1,91",right,Global Compensation 
20914,815346,1095,Nathan Gassama,Centre-Back,2021,100000.0,5-Jan-01,20.0,"1,91",left,Relatives 
20915,917101,1095,Rudy Kohon,Centre-Back,2021,100000.0,23-May-04,17.0,,,
20916,976271,1095,Lassine Soumaoro,Centre-Back,2021,100000.0,19-Dec-02,18.0,,,
20917,337798,1095,Abdu Conté,Left-Back,2021,3000000.0,24-Mar-98,23.0,"1,83",,IDOLOÁSIS 
20918,554251,1095,Yasser Larouci,Left-Back,2021,2500000.0,1-Jan-01,20.0,"1,76",left,Tim Pole 
20920,982864,1095,Mathis Hamdi,Left-Back,2021,100000.0,18-Oct-03,17.0,"1,80",,
20921,536507,1095,Giulian Biancone,Right-Back,2021,4000000.0,31-Mar-00,21.0,"1,87",right,Léandre Chouya 
20922,649452,1095,Issa Kaboré,Right-Back,2021,4000000.0,12-May-01,20.0,"1,80",right,Forza Sports Group 
20923,283127,1095,Oualid El Hajjam,Right-Back,2021,1000000.0,19-Feb-91,30.0,"1,81",right,
20924,485959,1095,Benrandy Abdallah,Right-Back,2021,150000.0,1-Jul-99,22.0,"1,84",right,
20925,972473,1095,Anas Namri,Right-Back,2021,100000.0,12-Nov-01,19.0,"1,68",right,AGJ SP MGMT 
20926,972479,1095,Bachir Diop,Defensive Midfield,2021,100000.0,21-Aug-02,18.0,,,JCRsport 
20927,277635,1095,Rominigue Kouamé,Central Midfield,2021,5000000.0,17-Dec-96,24.0,"1,77",left,ROGON 
20928,118278,1095,Xavier Chavalerin,Central Midfield,2021,3500000.0,7-Mar-91,30.0,"1,79",left,Relatives 
20929,212804,1095,Florian Tardieu,Central Midfield,2021,3000000.0,22-Apr-92,29.0,"1,84",right,AGJ SP MGMT 
20930,859396,1095,Metinho,Central Midfield,2021,3000000.0,23-Apr-03,18.0,"1,78",right,Promanager 
20931,126683,1095,Tristan Dingomé,Central Midfield,2021,1500000.0,17-Feb-91,30.0,"1,74",left,ND SPORTS MANAGEMENT 
20932,486814,1095,Filip Krastev,Central Midfield,2021,900000.0,15-Oct-01,19.0,"1,78",right,Global Management ... 
20933,917104,1095,Derek Mazou-Sacko,Central Midfield,2021,250000.0,6-Oct-04,16.0,,right,Relatives 
20934,485962,1095,Calvin Bombo,Central Midfield,2021,150000.0,18-Jan-99,22.0,"1,87",,LKI 
20935,508941,1095,Dylan Chambost,Attacking Midfield,2021,1200000.0,19-Aug-97,23.0,"1,77",left,Kemari 
20936,429790,1095,Luka Ilic,Attacking Midfield,2021,700000.0,2-Jul-99,21.0,"1,82",left,RnB Sport 
20937,804708,1095,Brandon Dominguès,Attacking Midfield,2021,600000.0,6-Jun-00,21.0,"1,72",right,Sport Factory 360 
20938,282734,1095,Gerson Rodrigues,Left Winger,2021,2500000.0,20-Jun-95,26.0,"1,88",right,PROhorizons Group 
20939,537182,1095,Levi Lumeka,Left Winger,2021,250000.0,5-Sep-98,22.0,"1,70",right,P&P Sport ... 
20940,234802,1095,Renaud Ripart,Right Winger,2021,4000000.0,14-Mar-93,28.0,"1,81",right,E CASTAGNINO 
20942,721746,1095,Nassim Chadli,Right Winger,2021,500000.0,28-Jul-01,19.0,"1,81",left,NSSM 
20943,857154,1095,Alexis Lefebvre,Right Winger,2021,100000.0,21-May-03,18.0,"1,66",right,One Team Football  
20944,339943,1095,Iké Ugbo,Centre-Forward,2021,5000000.0,21-Sep-98,22.0,"1,84",right,FA Sport 
20945,325223,1095,Mama Baldé,Centre-Forward,2021,4500000.0,6-Nov-95,25.0,"1,76",right,Relatives 
20946,427161,1095,Lebo Mothiba,Centre-Forward,2021,2000000.0,28-Jan-96,25.0,"1,82",right,MDC Advisors 
20947,129990,1095,Hyun-jun Suk,Centre-Forward,2021,1000000.0,29-Jun-91,30.0,"1,90",right,USM GROUP  
20948,68718,1095,Yoann Touzghar,Centre-Forward,2021,600000.0,28-Nov-86,34.0,"1,80",right,AGJ SP MGMT 
20949,730126,1095,Mykola Kukharevych,Centre-Forward,2021,400000.0,1-Jul-01,20.0,"1,91",right,ProStar 
20950,857148,1095,Mamadou Camara,Centre-Forward,2021,200000.0,7-Feb-01,20.0,"1,84",right,Wilders Sport 
20951,189744,1158,Paul Nardi,Goalkeeper,2021,2000000.0,18-May-94,27.0,"1,88",right,Global Football ... 
20952,57134,1158,Matthieu Dreyer,Goalkeeper,2021,300000.0,20-Mar-89,32.0,"1,88",right,LB SPORT & ... 
20953,629587,1158,Teddy Bartouche,Goalkeeper,2021,150000.0,5-Jun-97,24.0,"1,78",right,BS Group - BS Law 
20954,593315,1158,Thomas Callens,Goalkeeper,2021,150000.0,6-Sep-98,22.0,"1,82",left,AKADA 
20955,386057,1158,Julien Laporte,Centre-Back,2021,3000000.0,4-Nov-93,27.0,"1,85",right,Relatives 
20956,460245,1158,Moritz Jenz,Centre-Back,2021,2500000.0,30-Apr-99,22.0,"1,90",right,Sports360 GmbH 
20957,412829,1158,Léo Pétrot,Centre-Back,2021,1000000.0,15-Apr-97,24.0,"1,88",left,
20958,80036,1158,Thomas Fontaine,Centre-Back,2021,500000.0,8-May-91,30.0,"1,85",left,SBB Global 
20959,799936,1158,Loris Mouyokolo,Centre-Back,2021,500000.0,22-May-01,20.0,"1,94",right,TTMA 
20960,23960,1158,Jérémy Morel,Centre-Back,2021,300000.0,2-Apr-84,37.0,"1,72",left,Léandre Chouya 
20961,807165,1158,Bamo Meïté,Centre-Back,2021,100000.0,3-Dec-01,19.0,"1,83",,
20962,120651,1158,Vincent Le Goff,Left-Back,2021,1000000.0,15-Oct-89,31.0,"1,77",left,Léandre Chouya 
